satisfaction_id,customer_id,product_type,product_id,product_name,rating,nps_score,would_recommend,usage_frequency,satisfaction_factors,review_date
SAT000058,C000039,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,8,True,medium,benefit,43:39.9
SAT000059,C000039,card,CARD010,하나 1Q카드 Dalily BC,4.7,8,True,medium,brand,43:39.9
SAT000060,C000040,card,CARD005,NH채움 카드,4.6,9,True,medium,convenience,43:39.9
SAT000061,C000040,card,CARD008,우리카드 7CORE,4.4,9,True,medium,brand,43:39.9
SAT000062,C000041,card,CARD004,현대카드 M,4.4,7,True,medium,"convenience,brand,service",43:39.9
SAT000063,C000041,card,CARD005,NH채움 카드,3.9,6,False,medium,complex,43:39.9
SAT000064,C000042,card,CARD010,하나 1Q카드 Dalily BC,4.5,9,True,high,"convenience,service,brand",43:39.9
SAT000065,C000043,card,CARD012,KB국민 WE:SH Daily 카드,4.2,8,True,high,"service,convenience",43:39.9
SAT000066,C000044,card,CARD012,KB국민 WE:SH Daily 카드,4.0,8,True,medium,"brand,benefit,service",43:39.9
SAT000067,C000045,card,CARD011,신한 Deep Making,4.5,10,True,high,benefit,43:39.9
SAT000068,C000046,card,CARD002,KB국민 노리(NORI) 체크카드,4.7,8,True,medium,"benefit,service",43:39.9
SAT000069,C000046,card,CARD004,현대카드 M,4.3,8,True,medium,"convenience,service,benefit",43:39.9
SAT000070,C000047,card,CARD010,하나 1Q카드 Dalily BC,4.5,10,True,high,benefit,43:39.9
SAT000071,C000048,card,CARD006,신한카드 마이홈플러스 카드,5.0,10,True,high,"benefit,brand,service",43:39.9
SAT000072,C000049,card,CARD005,NH채움 카드,4.8,8,True,high,service,43:40.0
SAT000073,C000050,card,CARD010,하나 1Q카드 Dalily BC,5.0,9,True,high,convenience,43:40.0
SAT000074,C000051,card,CARD006,신한카드 마이홈플러스 카드,4.8,10,True,high,"brand,benefit",43:40.0
SAT000075,C000052,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,10,True,high,"convenience,service,brand",43:40.0
SAT000076,C000053,card,CARD011,신한 Deep Making,4.3,8,True,high,brand,43:40.0
SAT000077,C000054,card,CARD009,KB국민 청춘대로 톡톡카드,4.3999999999999995,9,True,high,"convenience,benefit",43:40.0
SAT000078,C000055,card,CARD004,현대카드 M,4.1,8,True,medium,brand,43:40.0
SAT000079,C000055,card,CARD011,신한 Deep Making,3.7,6,False,medium,"limited_benefit,complex",43:40.0
SAT000080,C000056,card,CARD005,NH채움 카드,4.9,9,True,medium,"benefit,service",43:40.0
SAT000081,C000056,card,CARD012,KB국민 WE:SH Daily 카드,4.3,9,True,medium,"benefit,brand,convenience",43:40.0
SAT000082,C000057,card,CARD002,KB국민 노리(NORI) 체크카드,4.4,7,True,low,"service,benefit,brand",43:40.0
SAT000083,C000057,card,CARD005,NH채움 카드,4.8,8,True,medium,convenience,43:40.0
SAT000084,C000058,card,CARD010,하나 1Q카드 Dalily BC,4.1,7,True,medium,"brand,benefit,convenience",43:40.0
SAT000085,C000058,card,CARD011,신한 Deep Making,4.3,9,True,medium,service,43:40.0
SAT000086,C000059,card,CARD012,KB국민 WE:SH Daily 카드,4.7,9,True,high,"convenience,benefit",43:40.0
SAT000087,C000060,card,CARD008,우리카드 7CORE,5.0,10,True,high,"benefit,brand",43:40.0
SAT000088,C000060,card,CARD010,하나 1Q카드 Dalily BC,4.3999999999999995,7,True,high,"benefit,brand,service",43:40.0
SAT000089,C000061,card,CARD005,NH채움 카드,4.6,10,True,medium,brand,43:40.0
SAT000090,C000061,card,CARD010,하나 1Q카드 Dalily BC,4.4,7,True,medium,"brand,benefit",43:40.0
SAT000091,C000062,card,CARD006,신한카드 마이홈플러스 카드,4.8,9,True,medium,"benefit,brand",43:40.0
SAT000092,C000063,card,CARD010,하나 1Q카드 Dalily BC,4.3,8,True,medium,"benefit,convenience",43:40.0
SAT000093,C000063,card,CARD012,KB국민 WE:SH Daily 카드,3.7,7,False,medium,"limited_benefit,complex",43:40.0
SAT000094,C000064,card,CARD010,하나 1Q카드 Dalily BC,4.8999999999999995,10,True,high,"brand,benefit",43:40.0
SAT000095,C000065,card,CARD002,KB국민 노리(NORI) 체크카드,4.4,9,True,medium,service,43:40.0
SAT000096,C000065,card,CARD010,하나 1Q카드 Dalily BC,4.0,8,True,medium,benefit,43:40.0
SAT000097,C000066,card,CARD006,신한카드 마이홈플러스 카드,4.8999999999999995,10,True,high,"benefit,service,convenience",43:40.0
SAT000098,C000067,card,CARD002,KB국민 노리(NORI) 체크카드,4.6,9,True,medium,benefit,43:40.0
SAT000099,C000067,card,CARD012,KB국민 WE:SH Daily 카드,3.8,6,False,medium,"complex,fee",43:40.0
SAT000100,C000068,card,CARD005,NH채움 카드,5.0,10,True,high,benefit,43:40.0
SAT000101,C000068,card,CARD008,우리카드 7CORE,4.6,9,True,high,benefit,43:40.0
SAT000102,C000069,card,CARD002,KB국민 노리(NORI) 체크카드,4.6,8,True,medium,"benefit,service,brand",43:40.0
SAT000103,C000069,card,CARD011,신한 Deep Making,3.9,7,False,medium,"fee,complex",43:40.0
SAT000104,C000070,card,CARD006,신한카드 마이홈플러스 카드,4.4,7,True,medium,"benefit,service,brand",43:40.0
SAT000105,C000070,card,CARD010,하나 1Q카드 Dalily BC,4.2,9,True,medium,"service,convenience",43:40.0
SAT000106,C000071,card,CARD004,현대카드 M,5.0,9,True,high,service,43:40.0
SAT000107,C000071,card,CARD009,KB국민 청춘대로 톡톡카드,4.3,8,True,high,service,43:40.0
SAT000108,C000072,card,CARD006,신한카드 마이홈플러스 카드,4.3,9,True,medium,"convenience,service",43:40.0
SAT000109,C000072,card,CARD010,하나 1Q카드 Dalily BC,4.0,7,True,medium,"service,convenience,brand",43:40.0
SAT000110,C000073,card,CARD010,하나 1Q카드 Dalily BC,4.6,9,True,high,benefit,43:40.0
SAT000111,C000074,card,CARD005,NH채움 카드,4.8,8,True,medium,"benefit,brand",43:40.0
SAT000112,C000074,card,CARD010,하나 1Q카드 Dalily BC,4.7,9,True,medium,"convenience,service,brand",43:40.0
SAT000113,C000075,card,CARD004,현대카드 M,4.8999999999999995,8,True,high,service,43:40.0
SAT000114,C000076,card,CARD011,신한 Deep Making,5.0,10,True,high,convenience,43:40.0
SAT000115,C000077,card,CARD012,KB국민 WE:SH Daily 카드,5.0,10,True,high,"service,benefit",43:40.0
SAT000116,C000078,card,CARD002,KB국민 노리(NORI) 체크카드,4.3999999999999995,8,True,high,"service,brand",43:40.0
SAT000117,C000078,card,CARD010,하나 1Q카드 Dalily BC,4.8999999999999995,9,True,high,"benefit,service,convenience",43:40.0
SAT000118,C000079,card,CARD004,현대카드 M,4.7,10,True,medium,"benefit,brand,convenience",43:40.0
SAT000119,C000079,card,CARD005,NH채움 카드,4.5,10,True,medium,benefit,43:40.0
SAT000120,C000080,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,9,True,high,"convenience,brand,service",43:40.0
SAT000121,C000080,card,CARD010,하나 1Q카드 Dalily BC,4.3999999999999995,9,True,high,"convenience,service,brand",43:40.0
SAT000122,C000081,card,CARD011,신한 Deep Making,4.6,10,True,medium,service,43:40.0
SAT000123,C000081,card,CARD012,KB국민 WE:SH Daily 카드,4.1,7,True,medium,"brand,convenience,benefit",43:40.0
SAT000124,C000082,card,CARD006,신한카드 마이홈플러스 카드,5.0,10,True,high,brand,43:40.0
SAT000125,C000083,card,CARD004,현대카드 M,5.0,9,True,medium,"benefit,brand",43:40.0
SAT000126,C000083,card,CARD012,KB국민 WE:SH Daily 카드,4.3,9,True,medium,"convenience,service",43:40.0
SAT000127,C000084,card,CARD010,하나 1Q카드 Dalily BC,3.8,8,False,medium,"fee,limited_benefit",43:40.0
SAT000128,C000084,card,CARD012,KB국민 WE:SH Daily 카드,4.2,7,True,medium,"brand,service,benefit",43:40.0
SAT000129,C000085,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,9,True,high,benefit,43:40.0
SAT000130,C000086,card,CARD009,KB국민 청춘대로 톡톡카드,4.1,8,True,high,"convenience,service,benefit",43:40.0
SAT000131,C000087,card,CARD005,NH채움 카드,4.5,9,True,low,"convenience,brand",43:40.0
SAT000132,C000087,card,CARD010,하나 1Q카드 Dalily BC,4.6,10,True,medium,benefit,43:40.0
SAT000133,C000088,card,CARD007,롯데 LOCA for shopping,4.7,9,True,high,"service,benefit",43:40.0
SAT000134,C000089,card,CARD004,현대카드 M,5.0,10,True,high,"convenience,service",43:40.0
SAT000135,C000090,card,CARD002,KB국민 노리(NORI) 체크카드,4.8,10,True,medium,benefit,43:40.0
SAT000136,C000090,card,CARD010,하나 1Q카드 Dalily BC,4.6,9,True,medium,"brand,service",43:40.0
SAT000137,C000091,card,CARD009,KB국민 청춘대로 톡톡카드,5.0,10,True,high,"convenience,benefit,service",43:40.0
SAT000138,C000092,card,CARD001,삼성 iD ALL 카드,4.6,9,True,medium,brand,43:40.0
SAT000139,C000092,card,CARD010,하나 1Q카드 Dalily BC,4.7,8,True,medium,convenience,43:40.0
SAT000140,C000093,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,10,True,high,"service,convenience,benefit",43:40.0
SAT000141,C000094,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,9,True,high,"convenience,service",43:40.0
SAT000142,C000094,card,CARD004,현대카드 M,4.7,10,True,high,brand,43:40.0
SAT000143,C000095,card,CARD005,NH채움 카드,4.1,7,True,medium,brand,43:40.0
SAT000144,C000095,card,CARD008,우리카드 7CORE,4.1,7,True,medium,convenience,43:40.0
SAT000145,C000096,card,CARD004,현대카드 M,4.8,8,True,high,"service,convenience",43:40.0
SAT000146,C000097,card,CARD005,NH채움 카드,5.0,10,True,high,convenience,43:40.0
SAT000147,C000098,card,CARD012,KB국민 WE:SH Daily 카드,4.3,9,True,high,convenience,43:40.0
SAT000148,C000099,card,CARD009,KB국민 청춘대로 톡톡카드,4.2,7,True,high,"service,convenience",43:40.0
SAT000149,C000100,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,10,True,high,service,43:40.0
SAT000150,C000101,card,CARD009,KB국민 청춘대로 톡톡카드,4.6,10,True,high,"brand,service",43:40.0
SAT000151,C000102,card,CARD005,NH채움 카드,4.3,9,True,high,"service,benefit,brand",43:40.0
SAT000152,C000103,card,CARD009,KB국민 청춘대로 톡톡카드,4.2,7,True,high,"convenience,service",43:40.0
SAT000153,C000104,card,CARD002,KB국민 노리(NORI) 체크카드,4.7,9,True,medium,"benefit,brand",43:40.0
SAT000154,C000104,card,CARD008,우리카드 7CORE,4.2,9,True,medium,"brand,convenience,service",43:40.0
SAT000155,C000105,card,CARD005,NH채움 카드,4.8999999999999995,8,True,high,"benefit,convenience",43:40.0
SAT000156,C000106,card,CARD004,현대카드 M,3.9,7,False,medium,limited_benefit,43:40.0
SAT000157,C000106,card,CARD010,하나 1Q카드 Dalily BC,4.4,9,True,medium,brand,43:40.0
SAT000158,C000107,card,CARD005,NH채움 카드,4.6,8,True,medium,convenience,43:40.0
SAT000159,C000107,card,CARD007,롯데 LOCA for shopping,5.0,9,True,high,"brand,benefit",43:40.0
SAT000160,C000108,card,CARD011,신한 Deep Making,4.8999999999999995,9,True,high,"service,brand,convenience",43:40.0
SAT000161,C000109,card,CARD008,우리카드 7CORE,4.4,7,True,medium,"benefit,service,convenience",43:40.0
SAT000162,C000109,card,CARD011,신한 Deep Making,4.4,9,True,medium,"service,brand,convenience",43:40.0
SAT000163,C000110,card,CARD006,신한카드 마이홈플러스 카드,4.7,10,True,high,"brand,service",43:40.0
SAT000164,C000111,card,CARD005,NH채움 카드,4.3,8,True,medium,"convenience,benefit",43:40.0
SAT000165,C000111,card,CARD006,신한카드 마이홈플러스 카드,4.6,9,True,medium,"brand,service",43:40.0
SAT000166,C000112,card,CARD007,롯데 LOCA for shopping,5.0,9,True,high,"convenience,service,brand",43:40.0
SAT000167,C000113,card,CARD005,NH채움 카드,4.7,9,True,high,"benefit,convenience",43:40.0
SAT000168,C000114,card,CARD009,KB국민 청춘대로 톡톡카드,4.5,8,True,high,"convenience,brand",43:40.0
SAT000169,C000115,card,CARD004,현대카드 M,4.8,9,True,medium,"service,convenience,brand",43:40.0
SAT000170,C000115,card,CARD007,롯데 LOCA for shopping,4.6,10,True,medium,"convenience,service",43:40.0
SAT000171,C000116,card,CARD007,롯데 LOCA for shopping,4.8,10,True,medium,"convenience,service",43:40.0
SAT000172,C000116,card,CARD012,KB국민 WE:SH Daily 카드,4.8,9,True,medium,service,43:40.0
SAT000173,C000117,card,CARD010,하나 1Q카드 Dalily BC,4.5,9,True,high,"service,benefit,brand",43:40.0
SAT000174,C000118,card,CARD004,현대카드 M,4.2,9,True,medium,"service,benefit,brand",43:40.0
SAT000175,C000118,card,CARD010,하나 1Q카드 Dalily BC,4.7,9,True,medium,benefit,43:40.0
SAT000176,C000119,card,CARD005,NH채움 카드,4.4,8,True,medium,convenience,43:40.0
SAT000177,C000119,card,CARD010,하나 1Q카드 Dalily BC,4.6,10,True,medium,"benefit,convenience",43:40.0
SAT000178,C000120,card,CARD012,KB국민 WE:SH Daily 카드,3.8,7,False,medium,"complex,fee",43:40.0
SAT000179,C000121,card,CARD002,KB국민 노리(NORI) 체크카드,4.8,9,True,medium,"brand,convenience,service",43:40.0
SAT000180,C000121,card,CARD005,NH채움 카드,4.2,7,True,medium,convenience,43:40.0
SAT000181,C000122,card,CARD002,KB국민 노리(NORI) 체크카드,4.3999999999999995,8,True,high,"benefit,brand,convenience",43:40.0
SAT000182,C000123,card,CARD010,하나 1Q카드 Dalily BC,4.6,9,True,medium,convenience,43:40.0
SAT000183,C000123,card,CARD011,신한 Deep Making,4.0,9,True,medium,"brand,benefit,service",43:40.0
SAT000184,C000124,card,CARD005,NH채움 카드,4.3999999999999995,9,True,high,brand,43:40.0
SAT000185,C000125,card,CARD008,우리카드 7CORE,4.7,10,True,medium,brand,43:40.0
SAT000186,C000125,card,CARD010,하나 1Q카드 Dalily BC,5.0,10,True,medium,"service,convenience,brand",43:40.0
SAT000187,C000126,card,CARD004,현대카드 M,4.4,7,True,medium,"brand,benefit,convenience",43:40.0
SAT000188,C000126,card,CARD009,KB국민 청춘대로 톡톡카드,4.1,7,True,medium,"service,benefit",43:40.0
SAT000189,C000127,card,CARD011,신한 Deep Making,4.8999999999999995,8,True,high,"service,brand,convenience",43:40.0
SAT000190,C000128,card,CARD007,롯데 LOCA for shopping,4.5,10,True,medium,"convenience,brand,service",43:40.0
SAT000191,C000129,card,CARD005,NH채움 카드,4.4,8,True,medium,service,43:40.0
SAT000192,C000130,card,CARD002,KB국민 노리(NORI) 체크카드,4.8,10,True,medium,service,43:40.0
SAT000193,C000130,card,CARD005,NH채움 카드,3.8,6,False,medium,"limited_benefit,fee",43:40.0
SAT000194,C000131,card,CARD004,현대카드 M,4.2,9,True,medium,convenience,43:40.0
SAT000195,C000131,card,CARD010,하나 1Q카드 Dalily BC,4.3,9,True,medium,brand,43:40.0
SAT000196,C000132,card,CARD004,현대카드 M,4.7,9,True,high,"convenience,service,benefit",43:40.0
SAT000197,C000133,card,CARD001,삼성 iD ALL 카드,4.9,10,True,medium,brand,43:40.0
SAT000198,C000134,card,CARD010,하나 1Q카드 Dalily BC,4.2,9,True,medium,"service,brand",43:40.0
SAT000199,C000135,card,CARD008,우리카드 7CORE,4.5,8,True,medium,"brand,benefit",43:40.0
SAT000200,C000135,card,CARD009,KB국민 청춘대로 톡톡카드,3.6,7,False,medium,limited_benefit,43:40.0
SAT000201,C000136,card,CARD004,현대카드 M,5.0,10,True,high,"benefit,service",43:40.0
SAT000202,C000137,card,CARD012,KB국민 WE:SH Daily 카드,3.9,6,False,high,"limited_benefit,fee",43:40.0
SAT000203,C000138,card,CARD010,하나 1Q카드 Dalily BC,4.8,10,True,high,"service,convenience",43:40.0
SAT000204,C000139,card,CARD004,현대카드 M,4.3,7,True,medium,"convenience,brand",43:40.0
SAT000205,C000139,card,CARD012,KB국민 WE:SH Daily 카드,4.8,9,True,medium,service,43:40.0
SAT000206,C000140,card,CARD009,KB국민 청춘대로 톡톡카드,4.0,8,True,high,"brand,benefit",43:40.0
SAT000207,C000141,card,CARD007,롯데 LOCA for shopping,4.7,10,True,high,"service,brand",43:40.0
SAT000208,C000142,card,CARD010,하나 1Q카드 Dalily BC,4.7,10,True,medium,"brand,service,benefit",43:40.0
SAT000209,C000143,card,CARD004,현대카드 M,4.3,8,True,medium,"convenience,service",43:40.0
SAT000210,C000143,card,CARD008,우리카드 7CORE,4.5,8,True,medium,"benefit,convenience,brand",43:40.0
SAT000211,C000144,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,10,True,high,brand,43:40.0
SAT000212,C000145,card,CARD010,하나 1Q카드 Dalily BC,4.1,8,True,medium,brand,43:40.0
SAT000213,C000145,card,CARD011,신한 Deep Making,3.9,6,False,medium,fee,43:40.0
SAT000214,C000146,card,CARD002,KB국민 노리(NORI) 체크카드,4.8,9,True,high,"brand,convenience",43:40.0
SAT000215,C000147,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,10,True,medium,brand,43:40.0
SAT000216,C000147,card,CARD009,KB국민 청춘대로 톡톡카드,4.0,7,True,medium,"service,convenience",43:40.0
SAT000217,C000148,card,CARD010,하나 1Q카드 Dalily BC,5.0,10,True,high,"brand,convenience",43:40.0
SAT000218,C000149,card,CARD005,NH채움 카드,4.5,10,True,medium,brand,43:40.0
SAT000219,C000149,card,CARD007,롯데 LOCA for shopping,4.5,10,True,medium,benefit,43:40.0
SAT000220,C000150,card,CARD012,KB국민 WE:SH Daily 카드,4.7,10,True,high,"convenience,service",43:40.0
SAT000221,C000151,card,CARD004,현대카드 M,4.5,8,True,medium,benefit,43:40.0
SAT000222,C000151,card,CARD010,하나 1Q카드 Dalily BC,5.0,9,True,medium,convenience,43:40.0
SAT000223,C000152,card,CARD005,NH채움 카드,4.3,9,True,high,benefit,43:40.0
SAT000224,C000153,card,CARD004,현대카드 M,4.6,10,True,medium,"convenience,benefit,service",43:40.0
SAT000225,C000153,card,CARD009,KB국민 청춘대로 톡톡카드,4.7,8,True,medium,"benefit,service",43:40.0
SAT000226,C000154,card,CARD007,롯데 LOCA for shopping,4.8999999999999995,10,True,high,brand,43:40.0
SAT000227,C000155,card,CARD011,신한 Deep Making,4.2,8,True,high,"service,convenience,benefit",43:40.0
SAT000228,C000156,card,CARD009,KB국민 청춘대로 톡톡카드,4.5,10,True,high,"benefit,brand,convenience",43:40.0
SAT000229,C000157,card,CARD010,하나 1Q카드 Dalily BC,4.6,10,True,high,benefit,43:40.0
SAT000230,C000158,card,CARD002,KB국민 노리(NORI) 체크카드,5.0,10,True,medium,"brand,convenience",43:40.0
SAT000231,C000158,card,CARD004,현대카드 M,4.9,9,True,medium,"convenience,benefit,service",43:40.0
SAT000232,C000159,card,CARD002,KB국민 노리(NORI) 체크카드,4.6,8,True,high,service,43:40.0
SAT000233,C000159,card,CARD007,롯데 LOCA for shopping,5.0,10,True,high,"benefit,service,brand",43:40.0
SAT000234,C000160,card,CARD005,NH채움 카드,4.3,8,True,medium,"brand,service",43:40.1
SAT000235,C000160,card,CARD009,KB국민 청춘대로 톡톡카드,4.3,7,True,medium,"benefit,service",43:40.1
SAT000236,C000161,card,CARD008,우리카드 7CORE,4.3999999999999995,7,True,high,"service,benefit,convenience",43:40.1
SAT000237,C000162,card,CARD002,KB국민 노리(NORI) 체크카드,3.5,6,False,medium,"fee,limited_benefit",43:40.1
SAT000238,C000162,card,CARD004,현대카드 M,4.4,9,True,medium,"brand,service",43:40.1
SAT000239,C000163,card,CARD008,우리카드 7CORE,5.0,10,True,high,brand,43:40.1
SAT000240,C000164,card,CARD009,KB국민 청춘대로 톡톡카드,4.6,10,True,high,service,43:40.1
SAT000241,C000165,card,CARD006,신한카드 마이홈플러스 카드,4.3,8,True,medium,"brand,convenience,service",43:40.1
SAT000242,C000165,card,CARD012,KB국민 WE:SH Daily 카드,4.3,8,True,medium,"service,convenience,benefit",43:40.1
SAT000243,C000166,card,CARD004,현대카드 M,4.2,9,True,medium,service,43:40.1
SAT000244,C000166,card,CARD005,NH채움 카드,4.7,9,True,medium,"convenience,brand",43:40.1
SAT000245,C000167,card,CARD002,KB국민 노리(NORI) 체크카드,4.5,10,True,high,"brand,convenience,benefit",43:40.1
SAT000246,C000168,card,CARD009,KB국민 청춘대로 톡톡카드,4.8999999999999995,8,True,high,"service,benefit",43:40.1
SAT000247,C000169,card,CARD007,롯데 LOCA for shopping,5.0,10,True,high,"convenience,brand",43:40.1
SAT000248,C000170,card,CARD004,현대카드 M,5.0,10,True,high,"service,convenience",43:40.1
SAT000249,C000171,card,CARD004,현대카드 M,4.8,8,True,medium,"service,brand,benefit",43:40.1
SAT000250,C000171,card,CARD008,우리카드 7CORE,4.3,7,True,medium,"convenience,benefit,service",43:40.1
SAT000251,C000172,card,CARD002,KB국민 노리(NORI) 체크카드,4.7,10,True,medium,"brand,convenience,benefit",43:40.1
SAT000252,C000172,card,CARD005,NH채움 카드,4.6,8,True,medium,"brand,service,convenience",43:40.1
SAT000253,C000173,card,CARD007,롯데 LOCA for shopping,4.5,8,True,medium,"benefit,brand",43:40.1
SAT000254,C000173,card,CARD012,KB국민 WE:SH Daily 카드,4.0,9,True,medium,"convenience,brand",43:40.1
SAT000255,C000174,card,CARD005,NH채움 카드,4.8999999999999995,9,True,high,"convenience,brand,service",43:40.1
SAT000256,C000175,card,CARD001,삼성 iD ALL 카드,4.3999999999999995,9,True,high,"service,convenience",43:40.1
SAT000257,C000176,card,CARD003,신한 Deep Dream,4.6,8,True,low,"service,convenience,brand",43:40.1
